Meta_score,gross_per_vote,sqrt_votes,Released_Year,No_of_Votes,log_votes,Gross,movie_age,votes_per_year,runtime_squared,Runtime,log_runtime,young,girl,world,story,man,life,Certificate_U,boy,war,love,new,Certificate_A,Certificate_R,family,Certificate_UA,finds,american,Certificate_PG,target
1.100627928442631,0.2184271941580663,-0.8181443895820147,1.2352787796771407,-0.7452890531070796,-0.8196873379626627,-0.36744115910358305,-1.2352787796771396,-0.1566455993527091,1.2486562272774873,1.3661673641764205,1.368884202507205,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,4.3787305262784075,False,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
1.7118486682778575,-0.48564745995106606,1.6481040120574768,1.1936895495471973,1.7226919608237943,1.4630134404142023,0.0668394679208066,-1.1936895495471962,4.328947467433512,0.22515721209240164,0.3637139349081256,0.47993690371735714,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,False,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,True,False,5.704001261827254,False,-0.21762434574504017,-0.18300464167963865,False,1
-0.019943427921950616,0.2238590492251902,-0.8212020614111244,1.2352787796771407,-0.7467574781717016,-0.8250093504984874,-0.36744115910358305,-1.2352787796771396,-0.15974496283600606,0.9743795220095662,1.1155540068593468,1.1620577635498255,-0.3670174951250245,-0.2061916332330533,3.1089245644010535,-0.2496594146342877,2.059103891148348,-0.31693663659725785,True,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
-0.019943427921950616,-0.75660952974198,2.09795655180146,0.48667263733815946,2.4493540102010978,1.6960694179893712,-0.4901571954633542,-0.4866726373381585,1.314512093114838,0.15956114017985457,0.29211011853181884,0.40943814967596037,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,False,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,True,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
1.7118486682778575,-0.7420022751209713,1.9566010093149888,0.4450834072082161,2.2118263342075335,1.6257443938818854,-0.45984806374058035,-0.44508340720821515,1.1006851377630733,-4.762258445368473e-05,0.1131005775910519,0.22837138206155058,-0.3670174951250245,3.49859121617987,2.2861159792214765,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,True,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,2.2906359212762717,False,-0.21762434574504017,-0.18300464167963865,False,1
-2.057345894039372,-0.49887496525358827,1.872297671983332,0.27872648668844247,2.074176367085699,1.5825841947772832,0.11828251570545388,-0.2787264866884415,0.788057492699755,-0.27157029429879453,-0.2091165961023286,-0.11644032151224208,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,True,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
0.5912773119132757,0.53766440795461,-0.964618283218313,-1.1768965678595766,-0.8112044714639403,-1.0921836765374742,-0.36744115910358305,1.1768965678595775,-0.6882230040723771,0.25833079807870885,0.399515843096279,0.5147897165090117,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,False,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
1.9155889148895995,-0.7881034107507476,0.7671758017246535,-1.509610408899124,0.5467910595819713,0.9077647462835639,-0.5788586443336563,1.5096104088991247,-0.41856462000349565,3.4079437166277247,3.0488570490196296,2.560630514644923,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,True,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
0.99875780513676,-0.6532863533579345,1.131590078984376,-1.8423242499386712,0.9935544245976857,1.1565557864669647,-0.36744115910358305,1.8423242499386718,-0.36838424668984,0.15956114017985457,0.29211011853181884,0.40943814967596037,-0.3670174951250245,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,2.5536986406049067,False,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,False,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,True,1
0.896887681830889,-0.7331312587165553,2.15078237355458,0.9857433988974803,2.540282263611416,1.7217232751025815,-0.42292762222616037,-0.9857433988974793,3.3102534218315376,-0.5494773165237077,-0.5671356779838624,-0.5321477731865749,4.780873320441908,-0.2061916332330533,-0.2902757020437465,-0.2496594146342877,-0.34172467460062167,-0.31693663659725785,False,-0.21519446782476256,-0.2561013217304913,-0.2417614760307234,-0.2618522587637875,True,False,-0.2465551704953185,False,-0.21762434574504017,-0.18300464167963865,False,1
